# ROM-derived GS1 sound-selection table. Human titles live only in games/music.tsv.
slot	header	player	source	status
33	0x080fd044	0	residuals.tsv	empty
34	0x080fd044	0	residuals.tsv	empty
35	0x080fd044	0	residuals.tsv	empty
36	0x080fd044	0	residuals.tsv	empty
37	0x080fd044	0	residuals.tsv	empty
38	0x080fd044	0	residuals.tsv	empty
39	0x080fd044	0	residuals.tsv	empty
40	0x0816eb24	1	songs/midi/bgm_040.mid	byte-exact
41	0x0816f5f0	1	songs/midi/bgm_041.mid	byte-exact
42	0x081701fc	1	songs/midi/bgm_042.mid	byte-exact
43	0x08170fb4	1	songs/midi/bgm_043.mid	byte-exact
44	0x080fd044	0	residuals.tsv	empty
45	0x080fd044	0	residuals.tsv	empty
46	0x080fd044	0	residuals.tsv	empty
47	0x080fd044	0	residuals.tsv	empty
48	0x080fd044	0	residuals.tsv	empty
49	0x080fd044	0	residuals.tsv	empty
50	0x08171af8	1	songs/midi/bgm_050.mid	byte-exact
51	0x08173a14	1	songs/midi/bgm_051.mid	byte-exact
52	0x08175380	1	songs/midi/bgm_052.mid	byte-exact
53	0x08176f88	1	songs/midi/bgm_053.mid	byte-exact
54	0x08178ea0	1	songs/midi/bgm_054.mid	byte-exact
55	0x081799c0	1	songs/midi/bgm_055.mid	byte-exact
56	0x080fd044	0	residuals.tsv	empty
57	0x080fd044	0	residuals.tsv	empty
58	0x08179d5c	1	songs/midi/bgm_058.mid	byte-exact
59	0x08179f38	1	songs/midi/bgm_059.mid	byte-exact
60	0x0817a574	1	songs/midi/bgm_060.mid	byte-exact
61	0x0817ad08	1	songs/midi/bgm_061.mid	byte-exact
62	0x0817b068	1	songs/midi/bgm_062.mid	byte-exact
63	0x0817be30	1	songs/midi/bgm_063.mid	byte-exact
64	0x0817c0d0	1	songs/midi/bgm_064.mid	byte-exact
65	0x080fd044	0	residuals.tsv	empty
66	0x080fd044	0	residuals.tsv	empty
67	0x0817de2c	1	songs/midi/bgm_067.mid	byte-exact
68	0x080fd044	0	residuals.tsv	empty
69	0x080fd044	0	residuals.tsv	empty
70	0x0817e8e8	1	songs/midi/bgm_070.mid	byte-exact
71	0x080fd044	0	residuals.tsv	empty
72	0x0817f0d0	1	songs/midi/bgm_072.mid	byte-exact
73	0x080fd044	0	residuals.tsv	empty
74	0x0817fbd4	1	songs/midi/bgm_074.mid	byte-exact
75	0x0817fe48	1	songs/midi/bgm_075.mid	byte-exact
76	0x081805bc	1	songs/midi/bgm_076.mid	byte-exact
77	0x080fd044	0	residuals.tsv	empty
78	0x080fd044	0	residuals.tsv	empty
79	0x080fd044	0	residuals.tsv	empty
80	0x08180688	0	songs/midi/bgm_080.mid	byte-exact
81	0x08180778	0	songs/midi/bgm_081.mid	byte-exact
82	0x08180834	0	songs/midi/bgm_082.mid	byte-exact
83	0x08180930	0	songs/midi/bgm_083.mid	byte-exact
84	0x081809fc	0	songs/midi/bgm_084.mid	byte-exact
85	0x08180a60	0	songs/midi/bgm_085.mid	byte-exact
86	0x08180be4	0	songs/midi/bgm_086.mid	byte-exact
87	0x08180c70	0	songs/midi/bgm_087.mid	byte-exact
88	0x08180d34	0	songs/midi/bgm_088.mid	byte-exact
89	0x08180e10	0	songs/midi/bgm_089.mid	byte-exact
90	0x080fd044	0	residuals.tsv	empty
91	0x08180e78	0	songs/midi/bgm_091.mid	byte-exact
92	0x08180f30	0	songs/midi/bgm_092.mid	byte-exact
93	0x0818109c	0	songs/midi/bgm_093.mid	byte-exact
94	0x080fd044	0	residuals.tsv	empty
95	0x081810b8	0	residuals.tsv	empty
96	0x080fd044	0	residuals.tsv	empty
97	0x080fd044	0	residuals.tsv	empty
98	0x080fd044	0	residuals.tsv	empty
99	0x080fd044	0	residuals.tsv	empty
100	0x081810e0	7	songs/midi/se_100.mid	byte-exact
101	0x08181118	2	songs/midi/se_shop_purchase.mid	byte-exact
102	0x08181154	2	songs/midi/se_102.mid	byte-exact
103	0x081811a4	7	songs/midi/se_103.mid	byte-exact
104	0x081811ec	3	songs/midi/se_104.mid	byte-exact
105	0x08181250	2	songs/midi/se_105.mid	byte-exact
106	0x08181270	7	songs/midi/se_106.mid	byte-exact
107	0x081812e4	3	songs/midi/se_107.mid	byte-exact
108	0x08181308	2	songs/midi/se_triple_tone_low.mid	byte-exact
109	0x0818132c	2	songs/midi/se_triple_tone_high.mid	byte-exact
110	0x0818134c	2	songs/midi/se_110.mid	byte-exact
111	0x0818137c	4	songs/midi/se_menu_cursor.mid	byte-exact
112	0x081813d0	2	songs/midi/se_menu_ok.mid	byte-exact
113	0x08181428	2	songs/midi/se_menu_cancel.mid	byte-exact
114	0x08181488	2	songs/midi/se_menu_error.mid	byte-exact
115	0x081814cc	5	songs/midi/se_115.mid	byte-exact
116	0x081814f4	2	songs/midi/se_116.mid	byte-exact
117	0x08181518	2	songs/midi/se_117.mid	byte-exact
118	0x08181534	3	songs/midi/se_118.mid	byte-exact
119	0x08181550	3	songs/midi/se_119.mid	byte-exact
120	0x08181578	3	songs/midi/se_120.mid	byte-exact
121	0x081815c0	3	songs/midi/se_121.mid	byte-exact
122	0x081815fc	3	songs/midi/se_122.mid	byte-exact
123	0x08181660	5	songs/midi/se_123.mid	byte-exact
124	0x08181680	3	songs/midi/se_124.mid	byte-exact
125	0x081816a0	3	songs/midi/se_125.mid	byte-exact
126	0x08181710	2	songs/midi/se_recovery.mid	byte-exact
127	0x08181738	3	songs/midi/se_127.mid	byte-exact
128	0x08181770	5	songs/midi/se_128.mid	byte-exact
129	0x081817a8	5	songs/midi/se_129.mid	byte-exact
130	0x081817d0	7	songs/midi/se_130.mid	byte-exact
131	0x08181810	7	songs/midi/se_131.mid	byte-exact
132	0x0818183c	3	songs/midi/se_132.mid	byte-exact
133	0x08181870	3	songs/midi/se_133.mid	byte-exact
134	0x081818c4	3	songs/midi/se_heavy_impact.mid	byte-exact
135	0x08181914	3	songs/midi/se_135.mid	byte-exact
136	0x08181940	3	songs/midi/se_136.mid	byte-exact
137	0x0818197c	3	songs/midi/se_137.mid	byte-exact
138	0x081819a4	3	songs/midi/se_item_break.mid	byte-exact
139	0x081819d4	7	songs/midi/se_139.mid	byte-exact
140	0x08181a68	3	songs/midi/se_140.mid	byte-exact
141	0x08181ac4	3	songs/midi/se_141.mid	byte-exact
142	0x08181b40	3	songs/midi/se_142.mid	byte-exact
143	0x08181b68	3	songs/midi/se_143.mid	byte-exact
144	0x08181bd0	3	songs/midi/se_144.mid	byte-exact
145	0x08181c3c	3	songs/midi/se_145.mid	byte-exact
146	0x08181c5c	7	songs/midi/se_146.mid	byte-exact
147	0x08181c7c	7	songs/midi/se_147.mid	byte-exact
148	0x08181c9c	7	songs/midi/se_148.mid	byte-exact
149	0x08181ccc	7	songs/midi/se_149.mid	byte-exact
150	0x08181cf0	7	songs/midi/se_150.mid	byte-exact
151	0x08181d2c	3	songs/midi/se_151.mid	byte-exact
152	0x08181d6c	7	songs/midi/se_152.mid	byte-exact
153	0x08181dac	7	songs/midi/se_153.mid	byte-exact
154	0x08181df8	3	songs/midi/se_154.mid	byte-exact
155	0x08181e20	7	songs/midi/se_155.mid	byte-exact
156	0x08181e3c	6	songs/midi/se_156.mid	byte-exact
157	0x08181e5c	6	songs/midi/se_157.mid	byte-exact
158	0x08181e94	3	songs/midi/se_158.mid	byte-exact
159	0x08181eb8	3	songs/midi/se_159.mid	byte-exact
160	0x08181ee0	3	songs/midi/se_160.mid	byte-exact
161	0x08181f04	3	songs/midi/se_161.mid	byte-exact
162	0x08181f30	3	songs/midi/se_162.mid	byte-exact
163	0x08181f5c	3	songs/midi/se_163.mid	byte-exact
164	0x08181f7c	3	songs/midi/se_164.mid	byte-exact
165	0x08181ff4	3	songs/midi/se_165.mid	byte-exact
166	0x0818201c	3	songs/midi/se_166.mid	byte-exact
167	0x08182044	7	songs/midi/se_scene_transition.mid	byte-exact
168	0x08182078	3	songs/midi/se_168.mid	byte-exact
169	0x081820a0	3	songs/midi/se_169.mid	byte-exact
170	0x081820c8	3	songs/midi/se_170.mid	byte-exact
171	0x081820ec	7	songs/midi/se_171.mid	byte-exact
172	0x08182110	7	songs/midi/se_172.mid	byte-exact
173	0x08182164	2	songs/midi/se_173.mid	byte-exact
174	0x081821b8	2	songs/midi/se_174.mid	byte-exact
175	0x0818220c	2	songs/midi/se_175.mid	byte-exact
176	0x08182238	3	songs/midi/se_176.mid	byte-exact
177	0x08182264	3	songs/midi/se_177.mid	byte-exact
178	0x081822c8	3	songs/midi/se_178.mid	byte-exact
179	0x08182310	3	songs/midi/se_179.mid	byte-exact
180	0x08182374	3	songs/midi/se_180.mid	byte-exact
181	0x081823b0	3	songs/midi/se_181.mid	byte-exact
182	0x0818240c	2	songs/midi/se_182.mid	byte-exact
183	0x08182448	3	songs/midi/se_183.mid	byte-exact
184	0x08182520	3	songs/midi/se_184.mid	byte-exact
185	0x08182548	3	songs/midi/se_185.mid	byte-exact
186	0x08182570	3	songs/midi/se_186.mid	byte-exact
187	0x08182598	3	songs/midi/se_187.mid	byte-exact
188	0x081825c0	3	songs/midi/se_188.mid	byte-exact
189	0x0818261c	3	songs/midi/se_189.mid	byte-exact
190	0x081826a4	3	songs/midi/se_190.mid	byte-exact
191	0x081826c0	3	songs/midi/se_191.mid	byte-exact
192	0x081826f0	3	songs/midi/se_192.mid	byte-exact
193	0x08182760	3	songs/midi/se_193.mid	byte-exact
194	0x0818279c	3	songs/midi/se_194.mid	byte-exact
195	0x081827cc	2	songs/midi/se_195.mid	byte-exact
196	0x08182824	3	songs/midi/se_196.mid	byte-exact
197	0x08182a58	3	songs/midi/se_197.mid	byte-exact
198	0x08182bf4	3	songs/midi/se_198.mid	byte-exact
199	0x08182dcc	3	songs/midi/se_199.mid	byte-exact
200	0x08182f0c	7	songs/midi/se_200.mid	byte-exact
201	0x08182f5c	2	songs/midi/se_201.mid	byte-exact
202	0x08182f8c	3	songs/midi/se_202.mid	byte-exact
203	0x08182fb4	2	songs/midi/se_203.mid	byte-exact
204	0x0818303c	2	songs/midi/se_204.mid	byte-exact
205	0x08183070	3	songs/midi/se_205.mid	byte-exact
206	0x081830a4	3	songs/midi/se_206.mid	byte-exact
207	0x080fd044	0	residuals.tsv	empty
208	0x081830f0	3	songs/midi/se_208.mid	byte-exact
209	0x08183190	3	songs/midi/se_209.mid	byte-exact
210	0x081831d0	3	songs/midi/se_210.mid	byte-exact
211	0x08183208	3	songs/midi/se_211.mid	byte-exact
212	0x08183238	3	songs/midi/se_212.mid	byte-exact
213	0x08183288	3	songs/midi/se_213.mid	byte-exact
214	0x081832d0	2	songs/midi/se_214.mid	byte-exact
215	0x0818330c	3	songs/midi/se_215.mid	byte-exact
216	0x08183344	3	songs/midi/se_216.mid	byte-exact
217	0x08183374	3	songs/midi/se_217.mid	byte-exact
218	0x08183390	3	songs/midi/se_218.mid	byte-exact
219	0x081833b8	3	songs/midi/se_219.mid	byte-exact
220	0x0818344c	3	songs/midi/se_220.mid	byte-exact
221	0x0818347c	3	songs/midi/se_221.mid	byte-exact
222	0x081834b8	3	songs/midi/se_222.mid	byte-exact
223	0x081834e0	3	songs/midi/se_223.mid	byte-exact
224	0x08183510	2	songs/midi/se_224.mid	byte-exact
225	0x08183534	3	songs/midi/se_225.mid	byte-exact
226	0x0818356c	3	songs/midi/se_226.mid	byte-exact
227	0x0818359c	7	songs/midi/se_227.mid	byte-exact
228	0x081835c4	3	songs/midi/se_228.mid	byte-exact
229	0x081835e8	3	songs/midi/se_229.mid	byte-exact
230	0x08183610	3	songs/midi/se_230.mid	byte-exact
231	0x08183650	3	songs/midi/se_231.mid	byte-exact
232	0x08183688	3	songs/midi/se_232.mid	byte-exact
233	0x08183728	3	songs/midi/se_233.mid	byte-exact
234	0x08183744	3	songs/midi/se_234.mid	byte-exact
235	0x081837e0	3	songs/midi/se_235.mid	byte-exact
236	0x08183808	5	songs/midi/se_236.mid	byte-exact
237	0x08183834	5	songs/midi/se_237.mid	byte-exact
238	0x081838a8	3	songs/midi/se_238.mid	byte-exact
239	0x08183934	3	songs/midi/se_239.mid	byte-exact
240	0x08183964	3	songs/midi/se_240.mid	byte-exact
241	0x08183a2c	3	songs/midi/se_241.mid	byte-exact
242	0x08183a84	3	songs/midi/se_242.mid	byte-exact
243	0x08183abc	3	songs/midi/se_243.mid	byte-exact
244	0x08183b34	3	songs/midi/se_244.mid	byte-exact
245	0x08183b70	3	songs/midi/se_245.mid	byte-exact
246	0x08183be8	7	songs/midi/se_246.mid	byte-exact
247	0x08183c10	3	songs/midi/se_247.mid	byte-exact
248	0x08183c50	3	songs/midi/se_248.mid	byte-exact
249	0x08183c88	3	songs/midi/se_249.mid	byte-exact
250	0x08183cb8	5	songs/midi/se_250.mid	byte-exact
251	0x08183ce8	5	songs/midi/se_251.mid	byte-exact
252	0x08183d18	5	songs/midi/se_252.mid	byte-exact
253	0x08183d6c	3	songs/midi/se_253.mid	byte-exact
254	0x080fd044	0	residuals.tsv	empty
255	0x080fd044	0	residuals.tsv	empty
256	0x08183d90	4	songs/midi/se_256.mid	byte-exact
257	0x08183db0	4	songs/midi/se_257.mid	byte-exact
258	0x08183dd0	4	songs/midi/se_258.mid	byte-exact
259	0x08183df0	4	songs/midi/se_259.mid	byte-exact
260	0x08183e10	4	songs/midi/se_260.mid	byte-exact
261	0x08183e30	4	songs/midi/se_261.mid	byte-exact
262	0x08183e50	4	songs/midi/se_262.mid	byte-exact
263	0x08183e74	4	songs/midi/se_263.mid	byte-exact
264	0x08183e98	4	songs/midi/se_264.mid	byte-exact
265	0x08183ebc	4	songs/midi/se_265.mid	byte-exact
266	0x08183ee0	4	songs/midi/se_266.mid	byte-exact
267	0x08183f04	4	songs/midi/se_267.mid	byte-exact
268	0x08183f28	4	songs/midi/se_268.mid	byte-exact
269	0x08183f4c	4	songs/midi/se_269.mid	byte-exact
270	0x08183f70	4	songs/midi/se_270.mid	byte-exact
271	0x08183f94	4	songs/midi/se_271.mid	byte-exact
272	0x08183fb8	4	songs/midi/se_272.mid	byte-exact
273	0x08183fdc	4	songs/midi/se_273.mid	byte-exact
274	0x08184000	4	songs/midi/se_274.mid	byte-exact
275	0x08184024	4	songs/midi/se_275.mid	byte-exact
276	0x08184048	4	songs/midi/se_276.mid	byte-exact
277	0x0818406c	4	songs/midi/se_277.mid	byte-exact
278	0x08184090	4	songs/midi/se_278.mid	byte-exact
279	0x081840b4	4	songs/midi/se_279.mid	byte-exact
280	0x081840dc	4	songs/midi/se_280.mid	byte-exact
281	0x08184104	4	songs/midi/se_281.mid	byte-exact
282	0x0818412c	4	songs/midi/se_282.mid	byte-exact
283	0x08184154	4	songs/midi/se_283.mid	byte-exact
284	0x08184178	4	songs/midi/se_284.mid	byte-exact
285	0x0818419c	4	songs/midi/se_285.mid	byte-exact
286	0x081841c4	4	songs/midi/se_286.mid	byte-exact
287	0x081841ec	4	songs/midi/se_287.mid	byte-exact
288	0x081841f8	3	residuals.tsv	empty
289	0x08184224	2	songs/midi/se_289.mid	byte-exact
290	0x0818427c	3	songs/midi/se_290.mid	byte-exact
291	0x081842d8	3	songs/midi/se_291.mid	byte-exact
292	0x08184314	2	songs/midi/se_292.mid	byte-exact
293	0x0818434c	2	songs/midi/se_293.mid	byte-exact
294	0x080fd044	0	residuals.tsv	empty
295	0x080fd044	0	residuals.tsv	empty
296	0x080fd044	0	residuals.tsv	empty
297	0x080fd044	0	residuals.tsv	empty
298	0x08184358	5	residuals.tsv	empty
299	0x080fd044	0	residuals.tsv	empty
300	0x0818437c	3	songs/midi/se_300.mid	byte-exact
301	0x081843a0	7	songs/midi/se_301.mid	byte-exact
302	0x081843bc	7	songs/midi/se_302.mid	byte-exact
303	0x081843e0	2	songs/midi/se_303.mid	byte-exact
304	0x08184418	6	songs/midi/se_304.mid	byte-exact
305	0x08184444	2	songs/midi/se_305.mid	byte-exact
306	0x08184470	3	songs/midi/se_306.mid	byte-exact
307	0x081844a0	3	songs/midi/se_307.mid	byte-exact
308	0x08184528	3	songs/midi/se_308.mid	byte-exact
309	0x0818456c	2	songs/midi/se_309.mid	byte-exact
310	0x081845c4	2	songs/midi/se_310.mid	byte-exact
311	0x08184680	3	songs/midi/se_311.mid	byte-exact
